name,material type,seating type,speed,height,length,num inversions,manufacturer,park,status
Penguin Coaster,na,Sit Down,,,,0,Zierer,Chimelong Ocean Kingdom,status.operating
Pepeto,na,Sit Down,,,,,L&T Systems,Soukra Parc,status.operating
Pepsi-Cola Loop,Steel,Sit Down,,,,0,Pinfari,Ffrith Beach Fun Parc ,status.closed.definitely
Pepsi-Cola Loop,Steel,Sit Down,,,,0,na,Ocean Beach Amusement Park,status.unknown
Peter Rabbit Coaster,Steel,Sit Down,25,4,153,0,Hoei Sangyo,Nagashima Spa Land,status.operating
Phaethon,Steel,Inverted,90,45,1000,6,B&M,Gyeongju World,status.operating
Phantom's Revenge,Steel,Sit Down,132,70,975,0,Arrow,Kennywood,status.operating
Phobia Phear Coaster,na,Sit Down,,45,263,,Premier Rides,Lake Compounce,status.operating
Phoenix,Steel,Spinning,65,15,,0,Maurer,Adventureland,status.operating
Phoenix,Wooden,Sit Down,72,24,975,0,Philadelphia Toboggan Coaster,Knoebels,status.operating
Pierre de tonnerre,Steel,Spinning,,6,,0,Reverchon,Parc du Petit Prince,status.announced
Pikajuna,Steel,Sit Down,37,7,293,0,Mack,Linnanmäki,status.operating
Pinball X,Steel,Sit Down,47,13,420,0,Zamperla,Dreamland,status.operating
Pindsvinet,Steel,Sit Down,,4,80,0,Zamperla,Farup Sommerland,status.operating
Pink Typhoon Standing Coaster,na,na,,,,0,Togo,Brazilian Park Washuzan Highland,status.operating
Pioneer,na,Sit Down,60,25,600,0,Zierer,OK Corral,status.operating
Piraten,Steel,Sit Down,90,32,755,0,Intamin,Djurs Sommerland,status.operating
Pirates Gold Rush,na,Sit Down,,,,,E&F Miler Industries,Playland's Castaway Cove,status.operating
Pirates Hideaway,Steel,Sit Down,,,,0,Wisdom Rides ,Casino Pier,status.operating
Pirates' Blast,Steel,Sit Down,43,12,478,0,Senyo Kogyo,Lagunasia,status.operating
Piuí,Steel,Sit Down,,,120,0,Zamperla,Terra Encantada,status.closed.definitely
Plohseidon,Steel,Sit Down,,,500,0,Zierer,Freizeitpark Plohn,status.operating
Polar Coaster,Steel,Sit Down,,,,0,Hopkins,Story Land,status.operating
Polar Explorer,Steel,Water Coaster,70,23,890,0,Mack,Chimelong Ocean Kingdom,status.operating
Polar X-plorer,Steel,Sit Down,,,,0,Zierer,Legoland Billund,status.operating
Policías y Ratones,na,Spinning,,,,,Reverchon,Bosque Mágico,status.operating
Poltergeist,Steel,Sit Down,97,24,825,4,Premier Rides,Six Flags Fiesta Texas,status.operating
Pomme,Steel,Sit Down,,,,0,na,Antibesland,status.operating
Pomme,Steel,Sit Down,,,,0,Pinfari,Cita-Parc,status.closed.definitely
Pomme,Steel,Sit Down,30,4,,0,SBF,Didiland,status.closed.definitely
Pomme,Steel,Sit Down,,,,0,na,Europark,status.operating
Pomme,Steel,Sit Down,,,,0,DAL,Parc Saint Paul,status.operating
Pomme (la),Steel,Sit Down,,3,,0,Pinfari,Foire,status.operating
Pony Express,Steel,Motorbike,60,13,400,0,Zamperla,Knott's Berry Farm,status.operating
Port of Sky Treasure,na,Sit Down,,,,,Vekoma,Sun World Danang Wonders,status.operating
Poseidon,Steel,Water Coaster,70,23,836,0,Mack,Europa Park,status.operating
Possessed,Steel,Sit Down,113,55,215,0,Intamin,Dorney Park,status.operating
Potts Blitz,Steel,Sit Down,39,9,222,0,Zierer,Potts Park,status.operating
PowderKeg,Steel,Sit Down,100,30,1068,0,S&S,Silver Dollar City,status.operating
Predator,Wooden,Sit Down,80,29,1036,0,Dinn Corp.,Darien Lake,status.operating
Predator,Steel,Sit Down,70,22,361,3,Gerstlauer,IMG Worlds of Adventure,status.operating
Primeval Whirl,Steel,Spinning,47,13,420,0,Reverchon,Disney's Animal Kingdom,status.operating
Primordial,na,na,,,,0,na,Lagoon,status.rumored
Project 1,na,Sit Down,,16,280,,L&T Systems,Cavallino Matto,status.operating
Project X - Test Strecke,Steel,Sit Down,56,16,400,0,Mack,Legoland Deutschland,status.operating
Prowler,Wooden,Sit Down,82,31,937,0,GCI,Worlds of Fun,status.operating
Psycho Mouse,Steel,Sit Down,,,383,0,Arrow,California's Great America ,status.operating
Psyclone,Wooden,Sit Down,81,29,,0,Dinn Corp.,Six Flags Magic Mountain,status.closed.definitely
Psyké underground,Steel,Sit Down,85,42,260,1,Schwarzkopf,Walibi Belgium,status.operating
Pteranodon Flyers,Steel,Suspended,,,,0,SetPoint,Universal Studios Islands of Adventure,status.operating
Puff the Little Fire Dragon,Steel,Sit Down,26,3,60,0,Zierer,Lagoon,status.operating
Pulsar,Steel,Water Coaster,100,45,217,0,Mack,Walibi Belgium,status.operating
Puss in Boots Giant Journey,Steel,Inverted,,17,427,0,Zamperla,Universal Studios Singapore,status.operating
Pyrenees,Steel,Inverted,100,45,1234,6,B&M,Parque Espana-Shima Spain Village,status.operating
Python,Steel,Sit Down,80,21,381,2,Arrow,Busch Gardens Tampa,status.closed.definitely
Python,na,Sit Down,40,9,233,,Pinfari,Gulliver's Milton Keynes,status.operating
Python,na,Sit Down,,10,,,Technical Park,Parque Italo Americano,status.operating
Python,Steel,Sit Down,,11,365,1,Pinfari,Playland's Castaway Cove,status.closed.definitely
Python (1981 - 2017),Steel,Sit Down,75,29,750,4,Vekoma,Efteling,status.retracked
Python (2018),Steel,Sit Down,75,29,750,4,Vekoma,Efteling,status.operating
Python in Bamboo Forest,Wooden,Sit Down,100,,1558,,GCI,Nanchang Wanda Park,status.operating
Quantum Leap,Steel,Inverted,105,58,367,3,Vekoma,Sochi-Park,status.operating
Queen Bee,Steel,Inverted,22,7,125,0,Pinfari,Botton's Pleasure Beach,status.operating
Queen Cobra,na,Inverted,,,689,,Vekoma,Sun World Danang Wonders,status.operating
Quicksilver Express,Steel,Sit Down,51,11,652,0,Morgan,Gilroy Gardens Family Theme Park,status.operating
Quimera,Steel,Sit Down,85,34,1050,3,Schwarzkopf,La Feria Chapultepec Magico,status.operating
R2000,Steel,Sit Down,,,,0,na,Foire,status.operating
Rabalder,Steel,Sit Down,40,9,220,0,Zierer,Liseberg,status.operating
Race,Steel,Sit Down,,,,,SBF,Wiener Prater,status.operating
Race Coaster,Steel,Sit Down,,,,0,SBF,The Land of Legends,status.operating
Racer (Left),Wooden,Sit Down,,22,686,0,John Miller,Kennywood,status.operating
Racer (Left),Wooden,Sit Down,98,27,1040,0,Philadelphia Toboggan Coaster,Kings Island,status.operating
Racer (Right),Wooden,Sit Down,,22,686,0,John Miller,Kennywood,status.operating
Racer (Right),Wooden,Sit Down,98,27,1040,0,Philadelphia Toboggan Coaster,Kings Island,status.operating
Racer 75 (Left),Wooden,Sit Down,90,26,1027,0,Philadelphia Toboggan Coaster,Kings Dominion,status.operating
Racer 75 (Right),Wooden,Sit Down,90,26,1027,0,Philadelphia Toboggan Coaster,Kings Dominion,status.operating
Racing,Steel,Sit Down,,,,0,Zierer,Bakken,status.operating
Racing Coaster (Manning),na,Sit Down,,,,,na,Foire,status.operating
Racing Spirou,Steel,Sit Down,65,22,530,0,Zierer,Parc Spirou,status.operating
Rage,Steel,Sit Down,70,22,361,3,Gerstlauer,Adventure Island,status.operating
Ragin' Cajun,Steel,Sit Down,76,26,285,3,Vekoma,Blue Bayou Dixie Landin',status.operating
Ragin' Cajun,na,Sit Down,,13,420,0,Zamperla,Six Flags America,status.operating
Ragin' Cajun,Steel,Spinning,47,13,420,0,Zamperla,Six Flags Great America,status.closed.definitely
Raging Bull,Steel,Sit Down,118,62,1542,0,B&M,Six Flags Great America,status.operating
Raging Spirits,Steel,Sit Down,60,16,600,1,Intamin,Tokyo DisneySea,status.operating
Raging Wolf Bobs,Wooden,Sit Down,81,24,,0,Dinn Corp.,Geauga Lake,status.closed.definitely
Raik,Steel,Sit Down,62,25,210,0,Vekoma,Phantasialand,status.operating
Railblazer,Steel,Sit Down,84,34,,3,RMC,California's Great America ,status.operating
Railway Express,Steel,Sit Down,,,,0,na,Didiland,status.closed.definitely
Rainbow Children,Steel,Sit Down,,,,0,Beijing Jiuhua,Sun Park,status.operating
Rakevet Harim Leyladim,na,Sit Down,,4,80,,Zamperla,Superland,status.operating
Rampage,Wooden,Sit Down,90,37,1067,0,CCI,Alabama Adventure,status.operating
Rampage,na,Sit Down,,,,,Zierer,Big Sheep,status.operating
Ramses,Steel,Sit Down,,,,0,na,Parque de Atracciones de Zaragoza,status.operating
Rapid Train,Steel,Sit Down,90,35,680,4,Zamperla,Gyeongnam Mason Robotland,status.operating
Raptor,Steel,Inverted,92,42,1155,6,B&M,Cedar Point,status.operating
Raptor,na,Inverted,,,,,Vekoma,Fantasilandia,status.operating
Raptor,Steel,Wing,90,33,770,3,B&M,Gardaland,status.operating
Raptor Attack,Steel,Sit Down,65,15,560,0,Schwarzkopf,Lightwater Valley,status.operating
Rasende Tausendfüssler,Steel,Sit Down,36,8,360,0,Zierer,Tripsdrill,status.operating
Rasender Roland,Steel,Sit Down,50,16,522,0,Vekoma,Hansa Park,status.operating
Rat,Steel,Sit Down,45,15,370,0,Maurer,Loudoun Castle,status.closed.definitely
Ratón Feliz,na,Spinning,29,7,216,,Zamperla,Xetulul,status.operating
Ratón Loco,Steel,Spinning,47,13,420,0,Reverchon,La Feria Chapultepec Magico,status.operating
Raton Loroco,Steel,Sit Down,47,13,420,0,Zamperla,Mundo Petapa,status.operating
Rattenmühle,Steel,Sit Down,50,19,430,0,Gerstlauer,Familypark,status.operating
Rattle Snake,na,Sit Down,,,,,D.P.V. Rides,Knowsley Safari Park,status.operating
Rattler,Steel,Sit Down,,,,0,Pinfari,Frontierland Family Theme Park,status.closed.definitely
Rattler,Wooden,Sit Down,104,54,1550,0,RCCA,Six Flags Fiesta Texas,status.retracked
Rattlesnake,Steel,Sit Down,45,15,370,0,Maurer,Chessington World of Adventures,status.operating
Raupe,Steel,Sit Down,,,,0,SBF,Freizeitpark Plohn,status.operating
Ravine Flyer 3,Steel,Sit Down,,,,0,E&F Miler Industries,Waldameer,status.operating
Ravine Flyer II,Hybrid,Sit Down,91,24,884,0,Gravity Group,Waldameer,status.operating
RC Racer,Steel,Sit Down,,25,80,0,Intamin,Hong Kong Disneyland,status.operating
RC Racer,Steel,Sit Down,,25,82,0,Intamin,Walt Disney Studios,status.operating
Reaper: Drop Ride To Doom,Steel,Sit Down,25,7,80,0,Mack,Amsterdam Dungeon,status.closed.definitely
Red Falcon,Steel,Sit Down,70,,1300,0,Senyo Kogyo,Hirakata Park,status.operating
Red Fire,Steel,Sit Down,110,55,980,2,Intamin,ViaSea,status.operating
Red Force,Steel,Sit Down,185,112,880,0,Intamin,Ferrari Land,status.operating
Regina,Steel,Sit Down,90,37,1334,0,Intamin,Tobu Zoo Park,status.operating
Reinder Coaster,Steel,Sit Down,,,,0,na,MGM Dizzee World,status.operating
Reise durch das Mittelalter,Steel,Sit Down,50,14,350,0,Abc rides,Ferienzentrum Schloss Dankern,status.operating
Relámpago,Steel,Sit Down,70,21,375,3,Zamperla,Mundo Petapa,status.announced
Renegade,Wooden,Sit Down,,32,950,0,GCI,Valleyfair,status.operating
Requin Express,Steel,Sit Down,,,,0,Preston & Barbieri,Cita-Parc,status.operating
Revenge of the Mummy,Steel,Sit Down,65,14,670,0,Premier Rides,Universal Studios Florida,status.operating
Revenge of the Mummy the Ride,na,Sit Down,64,14,581,0,Premier Rides,Universal Studios Hollywood,status.operating
Revolution,Steel,Sit Down,72,17,193,1,Arrow,Blackpool Pleasure Beach,status.operating
Rewind Racers,Steel,Sit Down,50,12,181,0,Gerstlauer,Adventure City (Anaheim),status.operating
Rex's Racer,Steel,Sit Down,,25,82,0,Intamin,Shanghai Disneyland,status.operating
Rexplorer,Steel,Sit Down,36,4,250,0,Mack,Mirabilandia,status.operating
Rhino Coaster,Steel,Sit Down,46,13,335,0,Vekoma,West Midlands Safari Park,status.operating
Rhombus's Rocket,Steel,Sit Down,36,,,0,Mack,Fantasy Island Ingoldmells,status.operating
Ricochet,Steel,Sit Down,45,14,370,0,Mack,Carowinds,status.operating
Riddler Revenge,Steel,Inverted,80,34,689,5,Vekoma,Six Flags New England,status.operating
Riddler's Revenge,Steel,Stand Up,105,47,1332,6,B&M,Six Flags Magic Mountain,status.operating
Ride of Steel,Steel,Sit Down,112,63,1645,0,Intamin,Darien Lake,status.operating
Ridge Runner Mountain Coaster,Steel,na,,,1084,0,Wiegand,Blue Mountain,status.operating
Ring Racer,Steel,Sit Down,160,38,1215,0,S&S,Nürburgring,status.closed.definitely
Ring-Renner,Steel,Sit Down,,,,0,SBF,Trampolino Familien- und Freizeitpark,status.operating
Rioolrat,Steel,Sit Down,45,,305,0,Vekoma,Avonturenpark Hellendoorn,status.operating
Rita,Steel,Sit Down,98,21,647,0,Intamin,Alton Towers,status.operating
Rittisberg Coaster,Steel,Alpine,,,,0,Wiegand,Erlebnis Rittisberg,status.operating
River King Mine Train,Steel,Sit Down,60,13,762,0,Arrow,Six Flags St Louis,status.operating
RMC Gwazi,Hybrid,Sit Down,,65,,0,RMC,Busch Gardens Tampa,status.construction
Road Runner Express,Steel,Sit Down,45,15,370,0,Maurer,Kentucky Kingdom,status.closed.definitely
Road Runner Express,Steel,Sit Down,,22,732,0,Arrow,Six Flags Fiesta Texas,status.operating
Road Runner Express,Steel,Sit Down,35,9,207,0,Vekoma,Six Flags Magic Mountain,status.operating
Road Runner Railway,Steel,Sit Down,,3,85,0,Zamperla,Six Flags Great Adventure,status.operating
Road Runner Rollercoaster,Steel,Sit Down,40,11,335,0,Vekoma,Warner Bros. Movie World,status.operating
Road Runner's Express,Steel,Sit Down,35,9,207,0,Vekoma,Six Flags New Orleans,status.closed.definitely
Roadrunner Express,Steel,Sit Down,,3,86,0,Zamperla,Six Flags Discovery Kingdom,status.operating
Roar,Steel,Sit Down,81,27,975,0,GCI,Six Flags America,status.operating
Roar,Wooden,Sit Down,81,29,1003,0,GCI,Six Flags Discovery Kingdom,status.retracked
Roar-O-Saurus,na,Sit Down,53,12,378,0,Gravity Group,Story Land,status.operating
Robin Hood,Wooden,Sit Down,80,32,1000,0,Vekoma,Walibi Holland,status.retracked
Rock 'N Roll Duncan,Steel,Sit Down,,3,,0,Sansei Yusoki,Fuji-Q Highland,status.operating
Rock 'n' Roller Coaster starring Aerosmith,Steel,Sit Down,92,24,1037,3,Vekoma,Walt Disney Studios,status.operating
Rock 'n' Roller Coaster starring Aerosmith,Steel,Sit Down,96,24,1027,3,Vekoma,Disney Hollywood Studios,status.operating
Rocket,na,Sit Down,,14,585,,Schwarzkopf,Furuvik,status.operating
Rocket Cycles,Steel,Motorbike,47,14,300,0,Zamperla,Adventureland,status.operating
Rockin Roller,Steel,Sit Down,,15,,0,Fabbri,Botton's Pleasure Beach,status.operating
Rockin' Roller ,Steel,Sit Down,16,6,105,0,Bradley & Kaye,Six Flags St Louis,status.closed.definitely
Rockstar Coaster,na,Sit Down,47,13,420,,Zamperla,Fun Spot Kissimmee,status.operating
Rodelbaan,na,Sit Down,,4,,0,na,De Waarbeek,status.operating
Rodeo,Steel,Sit Down,,8,160,0,Pax,VVC Wheel Park,status.closed.definitely
Roler Coaster (le),Steel,Sit Down,,,,0,na,Foire,status.operating
Roller,Steel,Sit Down,35,9,207,0,Vekoma,Six Flags Mexico,status.operating
Roller Boom,Steel,Sit Down,47,13,420,0,Reverchon,Fiabilandia,status.closed.definitely
Roller Coaster,Steel,Sit Down,,,,3,Senyo Kogyo,Beijing Shijingshan Amusement Park,status.operating
Roller Coaster,Steel,Sit Down,,,,4,Hebei Zhongye,Chongqing Amusement Park,status.operating
Roller Coaster,na,Sit Down,,,,1,Chang Long,City Park,status.operating
Roller Coaster,na,Sit Down,,,,,Top Fun,Clifton Park Amusements,status.operating
Roller Coaster,na,Sit Down,,,,,na,Dam Sen Park,status.operating
Roller Coaster,na,Inverted,,,,,Vekoma,Dream Park,status.operating
Roller Coaster,Steel,Sit Down,24,4,70,0,Zierer,Entertainment City,status.operating
Roller Coaster,Steel,Sit Down,,,,0,S.D.C.,Foire,status.unknown
Roller Coaster,Wooden,Sit Down,,21,980,,na,Great Yarmouth Pleasure Beach,status.operating
Roller Coaster,Steel,Sit Down,,17,518,0,na,Holiday World Maspalomas,status.operating
Roller Coaster,Steel,Sit Down,72,19,762,0,Philadelphia Toboggan Coaster,Lagoon,status.operating
Roller Coaster,Steel,Sit Down,,21,380,2,Arrow,MGM Dizzee World,status.operating
Roller Coaster,Steel,Sit Down,75,24,,3,Beijing Shibaolai,Natural World Amusement Park,status.operating
Roller Coaster,Steel,Sit Down,,17,518,0,na,New Jesolandia,status.operating
Roller Coaster,na,Sit Down,45,11,325,,Pinfari,Nicolândia Center Park,status.operating
Roller Coaster,Steel,Sit Down,36,8,360,0,Zierer,Papea Parc,status.operating
Roller Coaster,Steel,Sit Down,39,9,222,0,Zierer,Parc des Naudières,status.operating
Roller Coaster,Steel,Sit Down,,24,500,3,Hebei Zhongye,Sun Park,status.operating
Roller Coaster,na,Sit Down,40,12,290,,I.E. Park,Taipei Children's Amusement Park,status.operating
Roller Coaster,na,Sit Down,,,,,Vekoma,Vinpearl Land Phu Quoc,status.operating
Roller Coaster,na,Sit Down,,,,,Pinfari,Wicksteed Park,status.operating
Roller Coaster (Kiener),na,Sit Down,,,,,Abc rides,Foire,status.operating
Roller Coaster Mayan,Steel,Inverted,80,33,689,5,Vekoma,Energylandia,status.operating
Roller Coater,na,Sit Down,,,,,na,Cleethorpes Park,status.closed.definitely
Roller Skater,Steel,Sit Down,36,9,207,0,Vekoma,Kentucky Kingdom,status.operating
Roller Skater,Steel,Sit Down,35,9,207,0,Vekoma,Kijima Amusement Park,status.operating
Roller Soaker,Steel,Water Coaster,33,21,396,0,SetPoint,Hersheypark,status.closed.definitely
Roller-Coaster,Steel,Sit Down,,,,0,S.D.C.,Lunapark Cap d'Agde,status.operating
Rollercoaster Wikingów,Steel,Sit Down,40,9,222,0,Zierer,Majaland Kownaty,status.operating
Rollies Coaster,Steel,Sit Down,,,,0,Pinfari,Morey's Piers,status.operating
Rollin' Thunder,na,Sit Down,90,35,681,4,Zamperla,OWA,status.operating
Rolling Thunder,Wooden,Sit Down,90,29,975,0,Don Rosser & Bill Cobb,Six Flags Great Adventure,status.closed.definitely
Rolling Thunder,Steel,Sit Down,,,,0,Carl Miler,Tahoe Amusement Park,status.operating
Rolling Thunder Mine Train,Steel,Sit Down,43,,600,0,Soquet,Genting Theme Park,status.closed.definitely
Rolling X-Train,Steel,Sit Down,,,,0,Arrow,Everland,status.operating
Ronde des Rondins,Steel,Sit Down,26,3,60,0,Zierer,Fraispertuis City,status.operating
Roof Junior Coaster,Steel,Spinning,,15,,0,Fabbri,E-DA Theme Park,status.operating
Rothaarblitz,Steel,Sit Down,,,,0,Mack,Panorama Park,status.closed.definitely
Rougarou,Steel,Floorless,97,44,1188,4,B&M,Cedar Point,status.operating
Run A Way Mine Train,Steel,Sit Down,,,,0,Mack,Gold Reef City,status.operating
Runaway Mine Train,Steel,Sit Down,36,6,305,0,Mack,Alton Towers,status.operating
Runaway Mine Train,Steel,Sit Down,,4,80,0,Zamperla,Flamingo Land Theme Park and Zoo,status.operating
Runaway Mine Train,Steel,Sit Down,,,,0,na,Frontierland Family Theme Park,status.closed.definitely
Runaway Mine Train,Steel,Sit Down,,,,0,Barbisan,M&D Scotland's Theme Park,status.operating
Runaway Mine Train,Steel,Sit Down,61,,,0,Arrow,Six Flags Great Adventure,status.operating
Runaway Mine Train,Steel,Sit Down,,11,731,0,Arrow,Six Flags Over Texas,status.operating
Runaway Mountain,Steel,Sit Down,64,16,456,0,Premier Rides,Six Flags Over Texas,status.operating
Runaway Train,na,Sit Down,,,274,,Interlink,American Adventure Theme Park,status.closed.definitely
Runaway Train,na,Sit Down,,,,,Cavazza Diego,Billing Aquadrome,status.operating
Runaway Train,Steel,Sit Down,,,,0,na,Botton's Pleasure Beach,status.operating
Runaway Train,na,Sit Down,,,,,na,Fort Fun Amusement Park,status.operating
Runaway Train,na,Sit Down,,,,,Zamperla,Gulliver's Milton Keynes,status.operating
Runaway Train,na,Sit Down,,,,,Zamperla,Gulliver's World Warrington,status.operating
Runaway Train,Steel,Sit Down,,,,0,na,Ocean Beach Amusement Park,status.unknown
Runaway Train,na,Sit Down,,,,,Abc rides,Pettitts Animal Adventure Park,status.operating
Runaway Train,Steel,Sit Down,,,,,SBF,St Nicholas Park,status.operating
Rutschebanen,Steel,Sit Down,75,22,987,0,ACE Coaster Classic,Bakken,status.operating
Rutschebanen,Wooden,Sit Down,50,13,720,0,L.A. Thompson Scenic Railway,Tivoli Gardens,status.operating
Sahara Twist,Steel,Sit Down,,,,0,na,Leofoo Village Theme Park,status.operating
Salama,Steel,Sit Down,60,17,420,0,Maurer,Linnanmäki,status.operating
Sand Serpent,Steel,Sit Down,45,14,370,0,Mack,Busch Gardens Tampa,status.operating
Sandy's Blasting Bronco,Steel,Sit Down,,,,4,Intamin,Nickelodeon Universe Theme Park,status.construction
Saven,Steel,Sit Down,,24,400,0,Vekoma,Farup Sommerland,status.construction
Saw - The Ride,Steel,Sit Down,89,31,720,3,Gerstlauer,Thorpe Park,status.operating
Scary Toys Factory,Steel,Sit Down,,,,0,na,Legendia,status.operating
Scenic Railway,Wooden,Sit Down,56,12,915,,na,Dreamland,status.operating
Scenic Railway,Steel,Sit Down,,,,0,na,Foire,status.unknown
Scenic Railway,Wooden,Sit Down,60,16,967,0,na,Luna Park Melbourne,status.operating
Schlitt' Express,Steel,Sit Down,45,14,370,0,Mack,Nigloland,status.operating
Schlitte Mountain,na,Alpine,,,460,0,Wiegand,La Bresse,status.operating
Schmetterlings-Pendelbahn,Steel,Sit Down,,,,0,Heege Freizeittechnik,Churpfalzpark,status.operating
Schneisenfeger,Steel,Alpine,,,1599,0,Wiegand,Serfaus Fiss Ladis,status.operating
Schweizer Bobbahn,Steel,Bobsleigh,50,19,487,0,Mack,Europa Park,status.operating
Schweizer Bobbahn,Steel,Bobsleigh,53,27,990,0,Mack,Heide Park,status.operating
Scooby-Doo Spooky Coaster,Steel,Sit Down,45,17,530,0,Mack,Warner Bros. Movie World,status.operating
Scooby's Ghoster Coaster,Steel,Suspended,13,11,,0,Caripro,Kings Island,status.closed.definitely
